ts,mid,top_usd,top_bps,s0.1_usd,s0.1_bps,s1_usd,s1_bps,s5_usd,s5_bps,s10_usd,s10_bps
2025-08-23T14:32:26.291592Z,115024.005,0.01,0.0008693837429847795684040040164,1.648103449,0.1432834345317744761191370445,8.9358762781,0.7768705565503479034658895767,29.13923853334,2.533318026384144770476388820,47.21023942577,4.104381465918353303729947501
2025-08-23T14:32:26.349272Z,115024.005,0.01,0.0008693837429847795684040040164,1.648103449,0.1432834345317744761191370445,8.9358762781,0.7768705565503479034658895767,29.09675286264,2.529624391242506292490858756,47.05546860307,4.090925942203977334991943638
2025-08-23T14:32:26.352634Z,115024.005,0.01,0.0008693837429847795684040040164,1.648103449,0.1432834345317744761191370445,8.9358762781,0.7768705565503479034658895767,29.07123212604,2.527405659891602626773428729,47.00017367377,4.086118690943686059270845247
2025-08-23T14:32:26.446452Z,115024.005,0.01,0.0008693837429847795684040040164,1.648103449,0.1432834345317744761191370445,8.9358762781,0.7768705565503479034658895767,29.07123212604,2.527405659891602626773428729,47.00072708882,4.086166803948445370164253975
2025-08-23T14:32:26.498019Z,115024.005,0.01,0.0008693837429847795684040040164,1.648103449,0.1432834345317744761191370445,8.9358762781,0.7768705565503479034658895767,29.07123212604,2.527405659891602626773428729,47.00083777219,4.086176426580695047090387785
2025-08-23T14:32:26.684716Z,115024.005,0.01,0.0008693837429847795684040040164,1.648103449,0.1432834345317744761191370445,8.9358762781,0.7768705565503479034658895767,29.07123212604,2.527405659891602626773428729,47.00083777219,4.086176426580695047090387785
2025-08-23T14:32:26.779639Z,115024.005,0.01,0.0008693837429847795684040040164,1.648103449,0.1432834345317744761191370445,8.9358762781,0.7768705565503479034658895767,29.07123212604,2.527405659891602626773428729,47.00083777219,4.086176426580695047090387785
2025-08-23T14:32:26.827084Z,115024.005,0.01,0.0008693837429847795684040040164,1.648103449,0.1432834345317744761191370445,8.9358762781,0.7768705565503479034658895767,29.07123212604,2.527405659891602626773428729,47.00083777219,4.086176426580695047090387785
2025-08-23T14:32:26.902402Z,115024.005,0.01,0.0008693837429847795684040040164,1.648103449,0.1432834345317744761191370445,8.9358762781,0.7768705565503479034658895767,29.07123212604,2.527405659891602626773428729,47.00083777219,4.086176426580695047090387785
2025-08-23T14:32:26.944030Z,115024.005,0.01,0.0008693837429847795684040040164,1.648103449,0.1432834345317744761191370445,8.9358762781,0.7768705565503479034658895767,29.07123212604,2.527405659891602626773428729,47.00083777219,4.086176426580695047090387785
2025-08-23T14:32:27.027777Z,115024.005,0.01,0.0008693837429847795684040040164,1.647363199,0.1432190784002000278115859381,8.9357822281,0.7768623799962451316140487370,29.07117385104,2.527400593557840382970493855,47.00075296969,4.086169053989208600413452827
2025-08-23T14:32:27.087917Z,115024.005,0.01,0.0008693837429847795684040040164,1.647363199,0.1432190784002000278115859381,8.9357822281,0.7768623799962451316140487370,29.07117385104,2.527400593557840382970493855,47.0001626524,4.086117732763695717254846065
2025-08-23T14:32:27.149384Z,115024.005,0.01,0.0008693837429847795684040040164,1.647363199,0.1432190784002000278115859381,8.9357822281,0.7768623799962451316140487370,29.07117385104,2.527400593557840382970493855,47.00016079582,4.086117571355648762186640954
2025-08-23T14:32:27.203735Z,115024.005,0.01,0.0008693837429847795684040040164,2.384739181,0.2073253475220237723421298015,10.9073848281,0.9482703048028974473632699540,30.17468001104,2.623337625136596486968089835,48.08663215228,4.180573624808143308868440114
2025-08-23T14:32:27.268373Z,115024.005,0.01,0.0008693837429847795684040040164,2.384739181,0.2073253475220237723421298015,10.9073848281,0.9482703048028974473632699540,30.17196736904,2.623101792451062715126290377,47.43918306008,4.124285453291249943870412094
2025-08-23T14:32:27.323928Z,115024.005,0.01,0.0008693837429847795684040040164,2.664914951,0.2316833734836480437279157512,10.9869767497,0.9551898970740933599034392864,30.20586263772,2.626048592006512031988453193,47.48389607274,4.128172729921897607373347850
2025-08-23T14:32:27.376943Z,115024.005,0.01,0.0008693837429847795684040040164,2.664914951,0.2316833734836480437279157512,10.9869767497,0.9551898970740933599034392864,30.13520044064,2.619905335468018175858161086,47.34886929574,4.116433721442754492855643481
2025-08-23T14:32:27.438597Z,115024.005,0.01,0.0008693837429847795684040040164,2.665087951,0.2316984138224016804144491404,10.9909730497,0.9555373288993023673623605786,30.13637513772,2.620007461722446544962505870,47.39093140074,4.120090532471026374016449871
